Month-Year,HEADLINES,SEC filings-Highlights,Open,Close
2022-11,Can Big Tech Get Bigger? Microsoft Presses Governments to Say Yes.,"1. Microsoft Cloud revenue increased 22% to $27.1 billion.
2. Office Commercial products and cloud services revenue increased 7% driven by Office 365 Commercial growth of 11%.
3. Office Consumer products and cloud services revenue decreased 2% and Microsoft 365 Consumer subscribers increased to 63.2 million.
4. LinkedIn revenue increased 10%.
5. Dynamics products and cloud services revenue increased 13% driven by Dynamics 365 growth of 21%.
6. Server products and cloud services revenue increased 20% driven by Azure and other cloud services growth of 31%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue decreased 39%.
8. Windows Commercial products and cloud services revenue decreased 3%.
9. Xbox content and services revenue decreased 12%.
10. Search and news advertising revenue excluding traffic acquisition costs increased 10%.
11. Devices revenue decreased 39%.",234.600006,255.139999
2022-12,"Video Game Workers at Microsoft and Activision Take Steps to Unionize | Microsoft to Offer Call of Duty on Nintendo Devices if Activision Deal Closes | F.T.C. Sues to Block Microsoft’s $69 Billion Acquisition of Activision | The Stakes Behind the F.T.C.’s Bid to Block Microsoft’s Big Deal | Lina Khan, Aiming to Block Microsoft’s Activision Deal, Faces a Challenge | Microsoft Gambles on ‘Nice Guy’ Strategy to Close Activision Megadeal","
1. Microsoft Cloud revenue increased 22% to $28.5 billion.
2. Office Commercial products and cloud services revenue increased 13% driven by Office 365 Commercial growth of 14%.
3. Office Consumer products and cloud services revenue increased 1% and Microsoft 365 Consumer subscribers increased to 65.4 million.
4. LinkedIn revenue increased 8%.
5. Dynamics products and cloud services revenue increased 17% driven by Dynamics 365 growth of 25%.
6. Server products and cloud services revenue increased 17% driven by Azure and other cloud services growth of 27%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue decreased 28%.
8. Devices revenue decreased 30%.
9. Windows Commercial products and cloud services revenue increased 14%.
10.  Xbox content and services revenue increased 3%.
11. Search and news advertising revenue excluding traffic acquisition costs increased 10%. | ANNUAL 1. Microsoft Cloud revenue increased 22% to $27.1 billion.
2. Office Commercial products and cloud services revenue increased 7% driven by Office 365 Commercial growth of 11%.
3. Office Consumer products and cloud services revenue decreased 2% and Microsoft 365 Consumer subscribers increased to 63.2 million.
4. LinkedIn revenue increased 10%.
5. Dynamics products and cloud services revenue increased 13% driven by Dynamics 365 growth of 21%.
6. Server products and cloud services revenue increased 20% driven by Azure and other cloud services growth of 31%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue decreased 39%.
8. Windows Commercial products and cloud services revenue decreased 3%.
9. Xbox content and services revenue decreased 12%.
10. Search and news advertising revenue excluding traffic acquisition costs increased 10%.
11. Devices revenue decreased 39%.",253.869995,239.820007
2023-01,"Video Game Workers Get a Union Foothold at Microsoft | Microsoft Bets Big on the Creator of ChatGPT in Race to Dominate A.I. | Microsoft to Lay Off 10,000 Workers as It Looks to Trim Costs | Microsoft to Invest $10 Billion in OpenAI, the Creator of ChatGPT | Microsoft Revenue Up 2 Percent, but Profit Drops 12 Percent | Microsoft Services Back Online After Morning Outages","
1. Microsoft Cloud revenue increased 22% to $28.5 billion.
2. Office Commercial products and cloud services revenue increased 13% driven by Office 365 Commercial growth of 14%.
3. Office Consumer products and cloud services revenue increased 1% and Microsoft 365 Consumer subscribers increased to 65.4 million.
4. LinkedIn revenue increased 8%.
5. Dynamics products and cloud services revenue increased 17% driven by Dynamics 365 growth of 25%.
6. Server products and cloud services revenue increased 17% driven by Azure and other cloud services growth of 27%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue decreased 28%.
8. Devices revenue decreased 30%.
9. Windows Commercial products and cloud services revenue increased 14%.
10.  Xbox content and services revenue increased 3%.
11. Search and news advertising revenue excluding traffic acquisition costs increased 10%. | ANNUAL 1. Microsoft Cloud revenue increased 22% to $27.1 billion.
2. Office Commercial products and cloud services revenue increased 7% driven by Office 365 Commercial growth of 11%.
3. Office Consumer products and cloud services revenue decreased 2% and Microsoft 365 Consumer subscribers increased to 63.2 million.
4. LinkedIn revenue increased 10%.
5. Dynamics products and cloud services revenue increased 13% driven by Dynamics 365 growth of 21%.
6. Server products and cloud services revenue increased 20% driven by Azure and other cloud services growth of 31%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue decreased 39%.
8. Windows Commercial products and cloud services revenue decreased 3%.
9. Xbox content and services revenue decreased 12%.
10. Search and news advertising revenue excluding traffic acquisition costs increased 10%.
11. Devices revenue decreased 39%.",243.080002,247.809998
2023-02,"Microsoft’s Activision Deal Tests a New Global Alignment on Antitrust | A Tech Race Begins as Microsoft Adds A.I. to Its Search Engine | The Week in Business: Microsoft’s Big Bet on A.I. | Microsoft’s Bing Chatbot Offers Some Puzzling and Inaccurate Responses | Microsoft Considers More Limits for Its New A.I. Chatbot | Microsoft to Limit Length of Bing Chatbot Conversations | History May Wonder Why Microsoft Let Its Principles Go for a Creepy, Clingy Bot","
1. Microsoft Cloud revenue increased 22% to $28.5 billion.
2. Office Commercial products and cloud services revenue increased 13% driven by Office 365 Commercial growth of 14%.
3. Office Consumer products and cloud services revenue increased 1% and Microsoft 365 Consumer subscribers increased to 65.4 million.
4. LinkedIn revenue increased 8%.
5. Dynamics products and cloud services revenue increased 17% driven by Dynamics 365 growth of 25%.
6. Server products and cloud services revenue increased 17% driven by Azure and other cloud services growth of 27%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue decreased 28%.
8. Devices revenue decreased 30%.
9. Windows Commercial products and cloud services revenue increased 14%.
10.  Xbox content and services revenue increased 3%.
11. Search and news advertising revenue excluding traffic acquisition costs increased 10%.",248.0,249.419998
2023-03,"Russia’s Spring Offensive in Ukraine Could Include Cyberattacks, Microsoft Says | Microsoft and Google Unveil A.I. Tools for Businesses","1. Microsoft Cloud revenue increased 22% to $111.6 billion.
2. Office Commercial products and cloud services revenue increased 10% driven by Office 365 Commercial growth of 13%.
3. Office Consumer products and cloud services revenue increased 2% and Microsoft 365 Consumer subscribers increased to 67.0 million.
4. LinkedIn revenue increased 10%.
5. Dynamics products and cloud services revenue increased 16% driven by Dynamics 365 growth of 24%.
6. Server products and cloud services revenue increased 19% driven by Azure and other cloud services growth of 29%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue decreased 25%.
8. Devices revenue decreased 24%.
9. Windows Commercial products and cloud services revenue increased 5%.
10. Xbox content and services revenue decreased 3%. 
11. Search and news advertising revenue excluding traffic acquisition costs increased 11%. | ANNUAL 
1. Microsoft Cloud revenue increased 22% to $28.5 billion.
2. Office Commercial products and cloud services revenue increased 13% driven by Office 365 Commercial growth of 14%.
3. Office Consumer products and cloud services revenue increased 1% and Microsoft 365 Consumer subscribers increased to 65.4 million.
4. LinkedIn revenue increased 8%.
5. Dynamics products and cloud services revenue increased 17% driven by Dynamics 365 growth of 25%.
6. Server products and cloud services revenue increased 17% driven by Azure and other cloud services growth of 27%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue decreased 28%.
8. Devices revenue decreased 30%.
9. Windows Commercial products and cloud services revenue increased 14%.
10.  Xbox content and services revenue increased 3%.
11. Search and news advertising revenue excluding traffic acquisition costs increased 10%.",250.759995,288.299988
2023-04,"In A.I. Race, Microsoft and Google Choose Speed Over Caution | Microsoft Beats Financial Expectations Despite Worries About Economy | U.K. Blocks Microsoft’s $69 Billion Bid for Activision, a Blow for Tech Deals | The U.K. Deals a Huge Blow to Microsoft’s $69 Billion Activision Bid | The Microsoft-Activision Mess Is a Blow to American Sovereignty | What Microsoft’s Activision Setback Means for Deal Making","1. Microsoft Cloud revenue increased 22% to $111.6 billion.
2. Office Commercial products and cloud services revenue increased 10% driven by Office 365 Commercial growth of 13%.
3. Office Consumer products and cloud services revenue increased 2% and Microsoft 365 Consumer subscribers increased to 67.0 million.
4. LinkedIn revenue increased 10%.
5. Dynamics products and cloud services revenue increased 16% driven by Dynamics 365 growth of 24%.
6. Server products and cloud services revenue increased 19% driven by Azure and other cloud services growth of 29%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue decreased 25%.
8. Devices revenue decreased 24%.
9. Windows Commercial products and cloud services revenue increased 5%.
10. Xbox content and services revenue decreased 3%. 
11. Search and news advertising revenue excluding traffic acquisition costs increased 11%. | ANNUAL 
1. Microsoft Cloud revenue increased 22% to $28.5 billion.
2. Office Commercial products and cloud services revenue increased 13% driven by Office 365 Commercial growth of 14%.
3. Office Consumer products and cloud services revenue increased 1% and Microsoft 365 Consumer subscribers increased to 65.4 million.
4. LinkedIn revenue increased 8%.
5. Dynamics products and cloud services revenue increased 17% driven by Dynamics 365 growth of 25%.
6. Server products and cloud services revenue increased 17% driven by Azure and other cloud services growth of 27%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue decreased 28%.
8. Devices revenue decreased 30%.
9. Windows Commercial products and cloud services revenue increased 14%.
10.  Xbox content and services revenue increased 3%.
11. Search and news advertising revenue excluding traffic acquisition costs increased 10%.",286.519989,307.26001
2023-05,The $69 Billion Microsoft-Activision Deal Faces a Big E.U. Test | E.U. Approves Microsoft’s $69 Billion Deal for Activision | Microsoft Says New A.I. Shows Signs of Human Reasoning | Twitter Accuses Microsoft of Improperly Using Its Data | Microsoft Calls for A.I. Rules to Minimize the Technology’s Risks,"1. Microsoft Cloud revenue increased 22% to $111.6 billion.
2. Office Commercial products and cloud services revenue increased 10% driven by Office 365 Commercial growth of 13%.
3. Office Consumer products and cloud services revenue increased 2% and Microsoft 365 Consumer subscribers increased to 67.0 million.
4. LinkedIn revenue increased 10%.
5. Dynamics products and cloud services revenue increased 16% driven by Dynamics 365 growth of 24%.
6. Server products and cloud services revenue increased 19% driven by Azure and other cloud services growth of 29%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue decreased 25%.
8. Devices revenue decreased 24%.
9. Windows Commercial products and cloud services revenue increased 5%.
10. Xbox content and services revenue decreased 3%. 
11. Search and news advertising revenue excluding traffic acquisition costs increased 11%.",306.970001,328.390015
2023-06,F.T.C. Sues to Stop Microsoft’s Activision Deal From Closing | Microsoft Says It Could Abandon Activision Deal if Judge Delays It | Microsoft and Activision Chiefs Testify Merger Will Benefit Consumers,"1. Microsoft Cloud revenue increased 24% to $31.8 billion.
2. Office Commercial products and cloud services revenue increased 15% driven by Office 365 Commercial growth of 18%.
3. Office Consumer products and cloud services revenue increased 3% and Microsoft 365 Consumer subscribers grew to 76.7 million.
4. LinkedIn revenue increased 8%.
5. Dynamics products and cloud services revenue increased 22% driven by Dynamics 365 growth of 28%.
6. Server products and cloud services revenue increased 21% driven by Azure and other cloud services growth of 29%.
7. Windows revenue increased 5% with Windows original equipment manufacturer licensing (“Windows OEM”) revenue growth of 4% and Windows Commercial products and cloud services revenue growth of 8%.
8. Devices revenue decreased 22%.
9. Xbox content and services revenue increased 13%.
10. Search and news advertising revenue excluding traffic acquisition costs increased 10%. | ANNUAL 1. Microsoft Cloud revenue increased 22% to $111.6 billion.
2. Office Commercial products and cloud services revenue increased 10% driven by Office 365 Commercial growth of 13%.
3. Office Consumer products and cloud services revenue increased 2% and Microsoft 365 Consumer subscribers increased to 67.0 million.
4. LinkedIn revenue increased 10%.
5. Dynamics products and cloud services revenue increased 16% driven by Dynamics 365 growth of 24%.
6. Server products and cloud services revenue increased 19% driven by Azure and other cloud services growth of 29%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue decreased 25%.
8. Devices revenue decreased 24%.
9. Windows Commercial products and cloud services revenue increased 5%.
10. Xbox content and services revenue decreased 3%. 
11. Search and news advertising revenue excluding traffic acquisition costs increased 11%.",325.929993,340.540009
2023-07,"Judge Rejects F.T.C. Delay of $70 Billion Microsoft-Activision Deal | Chinese Hackers Breached Government Email Accounts, Microsoft Says | What the Microsoft-Activision Ruling Means for the Future of Deal-Making | Microsoft and Activision Delay Deal to Settle British Regulatory Issues | Microsoft Revenue Up 8% to $56.2 Billion in Latest Quarter","1. Microsoft Cloud revenue increased 24% to $31.8 billion.
2. Office Commercial products and cloud services revenue increased 15% driven by Office 365 Commercial growth of 18%.
3. Office Consumer products and cloud services revenue increased 3% and Microsoft 365 Consumer subscribers grew to 76.7 million.
4. LinkedIn revenue increased 8%.
5. Dynamics products and cloud services revenue increased 22% driven by Dynamics 365 growth of 28%.
6. Server products and cloud services revenue increased 21% driven by Azure and other cloud services growth of 29%.
7. Windows revenue increased 5% with Windows original equipment manufacturer licensing (“Windows OEM”) revenue growth of 4% and Windows Commercial products and cloud services revenue growth of 8%.
8. Devices revenue decreased 22%.
9. Xbox content and services revenue increased 13%.
10. Search and news advertising revenue excluding traffic acquisition costs increased 10%. | ANNUAL 1. Microsoft Cloud revenue increased 22% to $111.6 billion.
2. Office Commercial products and cloud services revenue increased 10% driven by Office 365 Commercial growth of 13%.
3. Office Consumer products and cloud services revenue increased 2% and Microsoft 365 Consumer subscribers increased to 67.0 million.
4. LinkedIn revenue increased 10%.
5. Dynamics products and cloud services revenue increased 16% driven by Dynamics 365 growth of 24%.
6. Server products and cloud services revenue increased 19% driven by Azure and other cloud services growth of 29%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue decreased 25%.
8. Devices revenue decreased 24%.
9. Windows Commercial products and cloud services revenue increased 5%.
10. Xbox content and services revenue decreased 3%. 
11. Search and news advertising revenue excluding traffic acquisition costs increased 11%.",339.190002,335.920013
2023-08,Microsoft Offers British Regulators Changes to Activision Deal,"1. Microsoft Cloud revenue increased 24% to $31.8 billion.
2. Office Commercial products and cloud services revenue increased 15% driven by Office 365 Commercial growth of 18%.
3. Office Consumer products and cloud services revenue increased 3% and Microsoft 365 Consumer subscribers grew to 76.7 million.
4. LinkedIn revenue increased 8%.
5. Dynamics products and cloud services revenue increased 22% driven by Dynamics 365 growth of 28%.
6. Server products and cloud services revenue increased 21% driven by Azure and other cloud services growth of 29%.
7. Windows revenue increased 5% with Windows original equipment manufacturer licensing (“Windows OEM”) revenue growth of 4% and Windows Commercial products and cloud services revenue growth of 8%.
8. Devices revenue decreased 22%.
9. Xbox content and services revenue increased 13%.
10. Search and news advertising revenue excluding traffic acquisition costs increased 10%.",335.190002,327.76001
2023-09,"Microsoft, Google and Antitrust: Similar Legal Theories in a Different Era | Microsoft Closes In on Activision Deal After Britain Signals Approval","1. Microsoft Cloud revenue increased 24% to $33.7 billion.
2. Office Commercial products and cloud services revenue increased 15% driven by Office 365 Commercial growth of 17%.
3. Office Consumer products and cloud services revenue increased 5% and Microsoft 365 Consumer subscribers grew to 78.4 million.
4. LinkedIn revenue increased 9%.
5. Dynamics products and cloud services revenue increased 21% driven by Dynamics 365 growth of 27%.
6. Server products and cloud services revenue increased 22% driven by Azure and other cloud services growth of 30%.
7. Windows revenue increased 9% with Windows original equipment manufacturer licensing (“Windows OEM”) revenue growth of 11% and Windows Commercial products and cloud services revenue growth of 9%.
8. Devices revenue decreased 9%. | ANNUAL 1. Microsoft Cloud revenue increased 24% to $31.8 billion.
2. Office Commercial products and cloud services revenue increased 15% driven by Office 365 Commercial growth of 18%.
3. Office Consumer products and cloud services revenue increased 3% and Microsoft 365 Consumer subscribers grew to 76.7 million.
4. LinkedIn revenue increased 8%.
5. Dynamics products and cloud services revenue increased 22% driven by Dynamics 365 growth of 28%.
6. Server products and cloud services revenue increased 21% driven by Azure and other cloud services growth of 29%.
7. Windows revenue increased 5% with Windows original equipment manufacturer licensing (“Windows OEM”) revenue growth of 4% and Windows Commercial products and cloud services revenue growth of 8%.
8. Devices revenue decreased 22%.
9. Xbox content and services revenue increased 13%.
10. Search and news advertising revenue excluding traffic acquisition costs increased 10%.",331.309998,315.75
2023-10,"Microsoft C.E.O. Testifies That Google’s Power in Search Is Ubiquitous | Microsoft Finally Closes In on Activision Deal After Key Approval | Microsoft Beats the Antitrust Odds on Its Activision Deal | Microsoft Closes $69 Billion Activision Deal, Overcoming Regulators’ Objections | As Microsoft Completes Activision Deal, Gamers Celebrate Cautiously | How Microsoft Turned the Tide in Its Regulatory Fight Over Activision | The Upshot of Microsoft’s Activision Deal: Big Tech Can Get Even Bigger | Microsoft’s A.I. Investment Stabilizes Its Cloud Business","1. Microsoft Cloud revenue increased 24% to $33.7 billion.
2. Office Commercial products and cloud services revenue increased 15% driven by Office 365 Commercial growth of 17%.
3. Office Consumer products and cloud services revenue increased 5% and Microsoft 365 Consumer subscribers grew to 78.4 million.
4. LinkedIn revenue increased 9%.
5. Dynamics products and cloud services revenue increased 21% driven by Dynamics 365 growth of 27%.
6. Server products and cloud services revenue increased 22% driven by Azure and other cloud services growth of 30%.
7. Windows revenue increased 9% with Windows original equipment manufacturer licensing (“Windows OEM”) revenue growth of 11% and Windows Commercial products and cloud services revenue growth of 9%.
8. Devices revenue decreased 9%. | ANNUAL 1. Microsoft Cloud revenue increased 24% to $31.8 billion.
2. Office Commercial products and cloud services revenue increased 15% driven by Office 365 Commercial growth of 18%.
3. Office Consumer products and cloud services revenue increased 3% and Microsoft 365 Consumer subscribers grew to 76.7 million.
4. LinkedIn revenue increased 8%.
5. Dynamics products and cloud services revenue increased 22% driven by Dynamics 365 growth of 28%.
6. Server products and cloud services revenue increased 21% driven by Azure and other cloud services growth of 29%.
7. Windows revenue increased 5% with Windows original equipment manufacturer licensing (“Windows OEM”) revenue growth of 4% and Windows Commercial products and cloud services revenue growth of 8%.
8. Devices revenue decreased 22%.
9. Xbox content and services revenue increased 13%.
10. Search and news advertising revenue excluding traffic acquisition costs increased 10%.",316.279999,338.109985
2023-11,"Microsoft Criticized for Embedding ‘Crass’ A.I. Poll Beside News Article | How Microsoft’s Legal Legacy Shapes the Antitrust Case Against Google | Microsoft Hires Sam Altman Hours After OpenAI Rejects His Return | Microsoft Hires OpenAI’s Ousted C.E.O., and More | Microsoft’s Stock Hits Record High After Hiring OpenAI Outcasts | How Microsoft’s Satya Nadella Kept the ‘Best Bromance in Tech’ Alive | The OpenAI Coup Is Great for Microsoft. What Does It Mean for Us?","1. Microsoft Cloud revenue increased 24% to $33.7 billion.
2. Office Commercial products and cloud services revenue increased 15% driven by Office 365 Commercial growth of 17%.
3. Office Consumer products and cloud services revenue increased 5% and Microsoft 365 Consumer subscribers grew to 78.4 million.
4. LinkedIn revenue increased 9%.
5. Dynamics products and cloud services revenue increased 21% driven by Dynamics 365 growth of 27%.
6. Server products and cloud services revenue increased 22% driven by Azure and other cloud services growth of 30%.
7. Windows revenue increased 9% with Windows original equipment manufacturer licensing (“Windows OEM”) revenue growth of 11% and Windows Commercial products and cloud services revenue growth of 9%.
8. Devices revenue decreased 9%.",339.790009,378.910004
2023-12,Microsoft Agrees to Remain Neutral in Union Campaigns | The Times Sues OpenAI and Microsoft Over A.I. Use of Copyrighted Work,"1. Microsoft Cloud revenue increased 23% to $35.1 billion.
2. Office Commercial products and cloud services revenue increased 13% driven by Office 365 Commercial growth of 15%.
3. Office Consumer products and cloud services revenue increased 4% and Microsoft 365 Consumer subscribers grew to 80.8 million.
4. LinkedIn revenue increased 10%.
5. Dynamics products and cloud services revenue increased 19% driven by Dynamics 365 growth of 23%.
6. Server products and cloud services revenue increased 24% driven by Azure and other cloud services growth of 31%.
7. Windows revenue increased 11% with Windows original equipment manufacturer licensing (“Windows OEM”) revenue growth of 11% and Windows Commercial products and cloud services revenue growth of 13%.
8. Devices revenue decreased 17%.
9. Xbox content and services revenue increased 62% driven by 61 points of net impact from the Activision Blizzard Inc. (“Activision Blizzard”) acquisition. The net impact reflects the change of Activision Blizzard content from third-party to first-party.
10. Search and news advertising revenue excluding traffic acquisition costs increased 12%. | ANNUAL 1. Microsoft Cloud revenue increased 24% to $33.7 billion.
2. Office Commercial products and cloud services revenue increased 15% driven by Office 365 Commercial growth of 17%.
3. Office Consumer products and cloud services revenue increased 5% and Microsoft 365 Consumer subscribers grew to 78.4 million.
4. LinkedIn revenue increased 9%.
5. Dynamics products and cloud services revenue increased 21% driven by Dynamics 365 growth of 27%.
6. Server products and cloud services revenue increased 22% driven by Azure and other cloud services growth of 30%.
7. Windows revenue increased 9% with Windows original equipment manufacturer licensing (“Windows OEM”) revenue growth of 11% and Windows Commercial products and cloud services revenue growth of 9%.
8. Devices revenue decreased 9%.",376.76001,376.040009
2024-01,"Microsoft Debates What to Do With A.I. Lab in China | Microsoft Tops Apple to Become Most Valuable Public Company | Microsoft Executives’ Emails Hacked by Group Tied to Russian Intelligence | Microsoft Cuts 1,900 Jobs in Its Video Game Division | Microsoft Reports 33% Rise in Profit","1. Microsoft Cloud revenue increased 23% to $35.1 billion.
2. Office Commercial products and cloud services revenue increased 13% driven by Office 365 Commercial growth of 15%.
3. Office Consumer products and cloud services revenue increased 4% and Microsoft 365 Consumer subscribers grew to 80.8 million.
4. LinkedIn revenue increased 10%.
5. Dynamics products and cloud services revenue increased 19% driven by Dynamics 365 growth of 23%.
6. Server products and cloud services revenue increased 24% driven by Azure and other cloud services growth of 31%.
7. Windows revenue increased 11% with Windows original equipment manufacturer licensing (“Windows OEM”) revenue growth of 11% and Windows Commercial products and cloud services revenue growth of 13%.
8. Devices revenue decreased 17%.
9. Xbox content and services revenue increased 62% driven by 61 points of net impact from the Activision Blizzard Inc. (“Activision Blizzard”) acquisition. The net impact reflects the change of Activision Blizzard content from third-party to first-party.
10. Search and news advertising revenue excluding traffic acquisition costs increased 12%. | ANNUAL 1. Microsoft Cloud revenue increased 24% to $33.7 billion.
2. Office Commercial products and cloud services revenue increased 15% driven by Office 365 Commercial growth of 17%.
3. Office Consumer products and cloud services revenue increased 5% and Microsoft 365 Consumer subscribers grew to 78.4 million.
4. LinkedIn revenue increased 9%.
5. Dynamics products and cloud services revenue increased 21% driven by Dynamics 365 growth of 27%.
6. Server products and cloud services revenue increased 22% driven by Azure and other cloud services growth of 30%.
7. Windows revenue increased 9% with Windows original equipment manufacturer licensing (“Windows OEM”) revenue growth of 11% and Windows Commercial products and cloud services revenue growth of 9%.
8. Devices revenue decreased 9%.",373.859985,397.579987
2024-02,"Why Microsoft Has Accepted Unions, Unlike Its Rivals | Microsoft Word’s Subtle Typeface Change Affected Millions. Did You Notice?","1. Microsoft Cloud revenue increased 23% to $35.1 billion.
2. Office Commercial products and cloud services revenue increased 13% driven by Office 365 Commercial growth of 15%.
3. Office Consumer products and cloud services revenue increased 4% and Microsoft 365 Consumer subscribers grew to 80.8 million.
4. LinkedIn revenue increased 10%.
5. Dynamics products and cloud services revenue increased 19% driven by Dynamics 365 growth of 23%.
6. Server products and cloud services revenue increased 24% driven by Azure and other cloud services growth of 31%.
7. Windows revenue increased 11% with Windows original equipment manufacturer licensing (“Windows OEM”) revenue growth of 11% and Windows Commercial products and cloud services revenue growth of 13%.
8. Devices revenue decreased 17%.
9. Xbox content and services revenue increased 62% driven by 61 points of net impact from the Activision Blizzard Inc. (“Activision Blizzard”) acquisition. The net impact reflects the change of Activision Blizzard content from third-party to first-party.
10. Search and news advertising revenue excluding traffic acquisition costs increased 12%.",401.829987,413.640015
2024-03,Why Elon Musk’s OpenAI Lawsuit Leans on A.I. Research From Microsoft | Microsoft Seeks to Dismiss Parts of Suit Filed by The New York Times | About 600 Workers Unionize at Microsoft-Owned Activision | Microsoft Hires DeepMind Co-Founder to Run Consumer A.I. | Is Microsoft Building an Unassailable Lead in A.I.? | The Second Coming of the Microsoft Antitrust Battle?,"1. Microsoft Cloud revenue increased 23% to $35.1 billion.
2. Office Commercial products and cloud services revenue increased 13% driven by Office 365 Commercial growth of 15%.
3. Office Consumer products and cloud services revenue increased 4% and Microsoft 365 Consumer subscribers grew to 80.8 million.
4. LinkedIn revenue increased 10%.
5. Dynamics products and cloud services revenue increased 19% driven by Dynamics 365 growth of 23%.
6. Server products and cloud services revenue increased 24% driven by Azure and other cloud services growth of 31%.
7. Windows revenue increased 11% with Windows original equipment manufacturer licensing (“Windows OEM”) revenue growth of 11% and Windows Commercial products and cloud services revenue growth of 13%.
8. Devices revenue decreased 17%.
9. Xbox content and services revenue increased 62% driven by 61 points of net impact from the Activision Blizzard Inc. (“Activision Blizzard”) acquisition. The net impact reflects the change of Activision Blizzard content from third-party to first-party.
10. Search and news advertising revenue excluding traffic acquisition costs increased 12%.",411.269989,420.720001
2024-04,Regulators Force Another Microsoft Split | Microsoft Makes High-Stakes Play in Tech Cold War With Emirati A.I. Deal | Microsoft Makes a New Push Into Smaller A.I. Systems | Microsoft Reports Rising Revenues as A.I. Investments Bear Fruit | 8 Daily Newspapers Sue OpenAI and Microsoft Over A.I.,"1. Microsoft Cloud revenue increased 23% to $35.1 billion.
2. Office Commercial products and cloud services revenue increased 13% driven by Office 365 Commercial growth of 15%.
3. Office Consumer products and cloud services revenue increased 4% and Microsoft 365 Consumer subscribers grew to 80.8 million.
4. LinkedIn revenue increased 10%.
5. Dynamics products and cloud services revenue increased 19% driven by Dynamics 365 growth of 23%.
6. Server products and cloud services revenue increased 24% driven by Azure and other cloud services growth of 31%.
7. Windows revenue increased 11% with Windows original equipment manufacturer licensing (“Windows OEM”) revenue growth of 11% and Windows Commercial products and cloud services revenue growth of 13%.
8. Devices revenue decreased 17%.
9. Xbox content and services revenue increased 62% driven by 61 points of net impact from the Activision Blizzard Inc. (“Activision Blizzard”) acquisition. The net impact reflects the change of Activision Blizzard content from third-party to first-party.
10. Search and news advertising revenue excluding traffic acquisition costs increased 12%.",423.950012,389.329987
2024-05,"ScarJo vs. ChatGPT, Neuralink’s First Patient Opens Up, and Microsoft’s A.I. PCs",,392.609985,415.130005
2024-06,"U.S. Clears Way for Antitrust Inquiries of Nvidia, Microsoft and OpenAI | Lawmakers Question Microsoft’s President About Its Presence in China | Nvidia Becomes Most Valuable Public Company, Topping Microsoft | U.S. Clears Way for Antitrust Inquiries of Nvidia, Microsoft and OpenAI | Lawmakers Question Microsoft’s President About Its Presence in China | Nvidia Becomes Most Valuable Public Company, Topping Microsoft",,415.529999,446.339996
